Workload;Exit;Single_record;Single_replay;Diff;Cumulative_record;Cumulative_replay
IDLE;RDTSC;246;246;0;246;246
IDLE;RDTSC;246;246;0;246;246
IDLE;RDTSC;246;246;0;246;246
IDLE;RDTSC;233;233;0;246;246
IDLE;RDTSC;246;246;0;246;246
IDLE;RDTSC;254;218;36;282;246
IDLE;RDTSC;254;218;36;282;246
IDLE;RDTSC;254;218;36;282;246
IDLE;RDTSC;254;218;36;282;246
IDLE;VMCALL;393;357;36;446;410
IDLE;RDTSC;254;218;36;446;410
IDLE;PENDING_VIRT_INTR;228;192;36;454;418
IDLE;RDTSC;254;218;36;454;418
IDLE;RDTSC;254;218;36;454;418
IDLE;RDTSC;254;218;36;454;418
IDLE;RDTSC;254;218;36;454;418
IDLE;VMCALL;393;357;36;454;418
IDLE;RDTSC;254;218;36;454;418
IDLE;RDTSC;254;218;36;454;418
IDLE;CR_ACCESS;335;299;36;551;515
IDLE;RDTSC;254;218;36;551;515
IDLE;RDTSC;254;218;36;551;515
IDLE;RDTSC;254;218;36;551;515
IDLE;RDTSC;254;218;36;551;515
IDLE;CR_ACCESS;350;314;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;VMCALL;393;357;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;RDTSC;254;218;36;593;557
IDLE;HLT;517;480;37;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;241;205;36;761;724
IDLE;VMCALL;393;357;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;PENDING_VIRT_INTR;228;192;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;CR_ACCESS;335;299;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;241;205;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;CR_ACCESS;350;314;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;297;261;36;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;PENDING_VIRT_INTR;257;257;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;246;246;0;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;VMCALL;393;357;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;PENDING_VIRT_INTR;228;192;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;RDTSC;254;218;36;761;724
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;PENDING_VIRT_INTR;228;193;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;HLT;517;481;36;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;PENDING_VIRT_INTR;215;180;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;HLT;517;481;36;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;PENDING_VIRT_INTR;228;193;35;1156;1120
IDLE;HLT;517;481;36;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;PENDING_VIRT_INTR;228;193;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EPT_VIOLATION;800;765;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;PENDING_VIRT_INTR;215;180;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;HLT;517;481;36;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;PENDING_VIRT_INTR;215;180;35;1156;1120
IDLE;HLT;517;481;36;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;233;233;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;246;246;0;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;PENDING_VIRT_INTR;228;193;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;297;262;35;1156;1120
IDLE;PENDING_VIRT_INTR;257;257;0;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;VMCALL;393;358;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;PENDING_VIRT_INTR;215;180;35;1156;1120
IDLE;RDTSC;241;206;35;1156;1120
IDLE;EPT_VIOLATION;724;689;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;333;298;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;RDTSC;254;219;35;1156;1120
IDLE;EXTERNAL_INTERRUPT;230;195;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;VMCALL;393;358;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;PENDING_VIRT_INTR;228;193;35;1166;1130
IDLE;EPT_VIOLATION;724;689;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;EPT_VIOLATION;724;689;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;EPT_VIOLATION;724;689;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;RDTSC;254;219;35;1166;1130
IDLE;EPT_VIOLATION;711;711;0;1166;1165
IDLE;RDTSC;241;241;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;297;297;0;1166;1165
IDLE;PENDING_VIRT_INTR;257;257;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;241;241;0;1166;1165
IDLE;RDTSC;241;241;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;241;241;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;VMCALL;393;393;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;PENDING_VIRT_INTR;228;228;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;HLT;517;516;1;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;233;233;0;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;VMCALL;393;393;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;PENDING_VIRT_INTR;228;228;0;1166;1165
IDLE;HLT;517;516;1;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;246;246;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;VMCALL;393;393;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;PENDING_VIRT_INTR;228;228;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;EPT_VIOLATION;724;724;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;241;241;0;1166;1165
IDLE;EPT_VIOLATION;724;724;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;EPT_VIOLATION;724;724;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;333;333;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;VMCALL;393;393;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;PENDING_VIRT_INTR;228;228;0;1166;1165
IDLE;EPT_VIOLATION;724;724;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;RDTSC;254;254;0;1166;1165
IDLE;EPT_VIOLATION;724;724;0;1166;1165
IDLE;RDTSC;241;241;0;1166;1165
